lncRNA,miRNA
SNHG20,hsa-miR-19a-3p
SNHG20,hsa-miR-19b-3p
SNHG20,hsa-miR-20a-5p
SNHG20,hsa-miR-20b-5p
SNHG20,hsa-miR-29a-3p
SNHG20,hsa-miR-29b-3p
SNHG20,hsa-miR-29c-3p
SNHG20,hsa-miR-302a-3p
SNHG20,hsa-miR-302b-3p
SNHG20,hsa-miR-302c-3p
SNHG20,hsa-miR-302d-3p
SNHG20,hsa-miR-302e
SNHG20,hsa-miR-342-3p
SNHG20,hsa-miR-372-3p
SNHG20,hsa-miR-373-3p
SNHG20,hsa-miR-490-3p
SNHG20,hsa-miR-495-3p
SNHG20,hsa-miR-519d-3p
SNHG20,hsa-miR-520a-3p
SNHG20,hsa-miR-520c-3p
SNHG20,hsa-miR-520d-3p
SNHG20,hsa-miR-93-5p
LINC00482,hsa-miR-142-3p
LINC00482,hsa-miR-206
LINC00482,hsa-miR-613
DLGAP1-AS1,hsa-miR-1297
DLGAP1-AS1,hsa-miR-149-5p
DLGAP1-AS1,hsa-miR-26a-5p
DLGAP1-AS1,hsa-miR-26b-5p
DLGAP1-AS1,hsa-miR-4465
LINC00667,hsa-miR-125a-3p
LINC00667,hsa-miR-130a-3p
LINC00667,hsa-miR-130b-3p
LINC00667,hsa-miR-140-5p
LINC00667,hsa-miR-143-3p
LINC00667,hsa-miR-148a-3p
LINC00667,hsa-miR-148b-3p
LINC00667,hsa-miR-152-3p
LINC00667,hsa-miR-154-5p
LINC00667,hsa-miR-181a-5p
LINC00667,hsa-miR-181b-5p
LINC00667,hsa-miR-181c-5p
LINC00667,hsa-miR-181d-5p
LINC00667,hsa-miR-182-5p
LINC00667,hsa-miR-19a-3p
LINC00667,hsa-miR-19b-3p
LINC00667,hsa-miR-200b-3p
LINC00667,hsa-miR-200c-3p
LINC00667,hsa-miR-301a-3p
LINC00667,hsa-miR-31-5p
LINC00667,hsa-miR-34a-5p
LINC00667,hsa-miR-34c-5p
LINC00667,hsa-miR-3666
LINC00667,hsa-miR-4262
LINC00667,hsa-miR-4295
LINC00667,hsa-miR-429
LINC00667,hsa-miR-448
LINC00667,hsa-miR-449a
LINC00667,hsa-miR-449b-5p
LINC00667,hsa-miR-454-3p
LINC00667,hsa-miR-4770
MIR133A1HG,hsa-miR-153-3p
RBFADN,hsa-miR-214-3p
RBFADN,hsa-miR-218-5p
RBFADN,hsa-miR-3619-5p
RBFADN,hsa-miR-761
TINCR,hsa-miR-31-5p
TINCR,hsa-miR-335-5p
TINCR,hsa-miR-544a
TINCR,hsa-miR-7-5p
LINC00661,hsa-miR-125a-5p
LINC00661,hsa-miR-125b-5p
LINC00661,hsa-miR-141-3p
LINC00661,hsa-miR-200a-3p
LINC00661,hsa-miR-4319
LINC00663,hsa-miR-326
LINC00663,hsa-miR-330-5p
lnc-AC092329.1-1,hsa-miR-133a-3p
lnc-AC092329.1-1,hsa-miR-133b
lnc-AC092329.1-1,hsa-miR-218-5p
lnc-AC092329.1-1,hsa-miR-224-5p
LINC01224,hsa-miR-485-5p
LINC00662,hsa-miR-103a-3p
LINC00662,hsa-miR-107
LINC00662,hsa-miR-143-3p
LINC00662,hsa-miR-144-3p
LINC00662,hsa-miR-15a-5p
LINC00662,hsa-miR-15b-5p
LINC00662,hsa-miR-16-5p
LINC00662,hsa-miR-186-5p
LINC00662,hsa-miR-190a-5p
LINC00662,hsa-miR-195-5p
LINC00662,hsa-miR-199a-5p
LINC00662,hsa-miR-199b-5p
LINC00662,hsa-miR-24-3p
LINC00662,hsa-miR-340-5p
LINC00662,hsa-miR-34a-5p
LINC00662,hsa-miR-34c-5p
LINC00662,hsa-miR-384
LINC00662,hsa-miR-424-5p
LINC00662,hsa-miR-425-5p
LINC00662,hsa-miR-449a
LINC00662,hsa-miR-449b-5p
LINC00662,hsa-miR-4770
LINC00662,hsa-miR-494-3p
LINC00662,hsa-miR-495-3p
LINC00662,hsa-miR-497-5p
LINC00662,hsa-miR-539-5p
LINC00662,hsa-miR-590-3p
LINC00662,hsa-miR-873-5p
ZNF30-AS1,hsa-miR-328-3p
ZNF30-AS1,hsa-miR-365a-3p
ZNF30-AS1,hsa-miR-874-3p
TMEM147-AS1,hsa-miR-103a-3p
TMEM147-AS1,hsa-miR-107
TMEM147-AS1,hsa-miR-124-3p
TMEM147-AS1,hsa-miR-141-3p
TMEM147-AS1,hsa-miR-148b-3p
TMEM147-AS1,hsa-miR-200a-3p
TMEM147-AS1,hsa-miR-224-5p
TMEM147-AS1,hsa-miR-27a-3p
TMEM147-AS1,hsa-miR-27b-3p
TMEM147-AS1,hsa-miR-28-5p
TMEM147-AS1,hsa-miR-30a-5p
TMEM147-AS1,hsa-miR-30b-5p
TMEM147-AS1,hsa-miR-30c-5p
TMEM147-AS1,hsa-miR-30d-5p
TMEM147-AS1,hsa-miR-30e-5p
TMEM147-AS1,hsa-miR-3139
TMEM147-AS1,hsa-miR-4725-5p
TMEM147-AS1,hsa-miR-504-5p
TMEM147-AS1,hsa-miR-506-3p
TMEM147-AS1,hsa-miR-708-5p
LINC00665,hsa-let-7a-5p
LINC00665,hsa-let-7b-5p
LINC00665,hsa-let-7c-5p
LINC00665,hsa-let-7d-5p
LINC00665,hsa-let-7e-5p
LINC00665,hsa-let-7f-5p
LINC00665,hsa-let-7g-5p
LINC00665,hsa-let-7i-5p
LINC00665,hsa-miR-129-5p
LINC00665,hsa-miR-134-5p
LINC00665,hsa-miR-138-5p
LINC00665,hsa-miR-186-5p
LINC00665,hsa-miR-224-5p
LINC00665,hsa-miR-28-5p
LINC00665,hsa-miR-3118
LINC00665,hsa-miR-3139
LINC00665,hsa-miR-33a-5p
LINC00665,hsa-miR-33b-5p
LINC00665,hsa-miR-3529-5p
LINC00665,hsa-miR-379-5p
LINC00665,hsa-miR-4458
LINC00665,hsa-miR-4500
LINC00665,hsa-miR-708-5p
LINC00665,hsa-miR-7-5p
LINC00665,hsa-miR-9-5p
LINC00665,hsa-miR-98-5p
ZNF790-AS1,hsa-miR-106a-5p
ZNF790-AS1,hsa-miR-106b-5p
ZNF790-AS1,hsa-miR-17-5p
ZNF790-AS1,hsa-miR-20a-5p
ZNF790-AS1,hsa-miR-20b-5p
ZNF790-AS1,hsa-miR-302a-3p
ZNF790-AS1,hsa-miR-302b-3p
ZNF790-AS1,hsa-miR-302c-3p
ZNF790-AS1,hsa-miR-302d-3p
ZNF790-AS1,hsa-miR-302e
ZNF790-AS1,hsa-miR-372-3p
ZNF790-AS1,hsa-miR-373-3p
ZNF790-AS1,hsa-miR-519d-3p
ZNF790-AS1,hsa-miR-520a-3p
ZNF790-AS1,hsa-miR-520c-3p
ZNF790-AS1,hsa-miR-520d-3p
ZNF790-AS1,hsa-miR-93-5p
ZNF793-AS1,hsa-miR-103a-3p
ZNF793-AS1,hsa-miR-107
ZNF793-AS1,hsa-miR-124-3p
ZNF793-AS1,hsa-miR-506-3p
CARD8-AS1,hsa-miR-21-5p
CARD8-AS1,hsa-miR-590-5p
PTOV1-AS1,hsa-miR-149-5p
PTOV1-AS1,hsa-miR-370-3p
A1BG-AS1,hsa-miR-148a-3p
A1BG-AS1,hsa-miR-148b-3p
A1BG-AS1,hsa-miR-152-3p
A1BG-AS1,hsa-miR-216a-5p
A1BG-AS1,hsa-miR-24-3p
A1BG-AS1,hsa-miR-491-5p
MZF1-AS1,hsa-miR-141-3p
MZF1-AS1,hsa-miR-15a-5p
MZF1-AS1,hsa-miR-15b-5p
MZF1-AS1,hsa-miR-16-5p
MZF1-AS1,hsa-miR-195-5p
MZF1-AS1,hsa-miR-200a-3p
MZF1-AS1,hsa-miR-410-3p
MZF1-AS1,hsa-miR-424-5p
MZF1-AS1,hsa-miR-486-5p
MZF1-AS1,hsa-miR-497-5p
MZF1-AS1,hsa-miR-503-5p
MZF1-AS1,hsa-miR-7-5p
SOS1-IT1,hsa-miR-124-3p
SOS1-IT1,hsa-miR-506-3p
PCBP1-AS1,hsa-miR-122-5p
PCBP1-AS1,hsa-miR-124-3p
PCBP1-AS1,hsa-miR-34a-5p
PCBP1-AS1,hsa-miR-34c-5p
PCBP1-AS1,hsa-miR-449a
PCBP1-AS1,hsa-miR-449b-5p
PCBP1-AS1,hsa-miR-491-5p
PCBP1-AS1,hsa-miR-506-3p
PCBP1-AS1,hsa-miR-539-5p
PCBP1-AS1,hsa-miR-9-5p
ATP6V1B1-AS1,hsa-miR-106a-5p
ATP6V1B1-AS1,hsa-miR-106b-5p
ATP6V1B1-AS1,hsa-miR-130a-3p
ATP6V1B1-AS1,hsa-miR-130b-3p
ATP6V1B1-AS1,hsa-miR-17-5p
ATP6V1B1-AS1,hsa-miR-20a-5p
ATP6V1B1-AS1,hsa-miR-20b-5p
ATP6V1B1-AS1,hsa-miR-301a-3p
ATP6V1B1-AS1,hsa-miR-3666
ATP6V1B1-AS1,hsa-miR-4295
ATP6V1B1-AS1,hsa-miR-454-3p
ATP6V1B1-AS1,hsa-miR-519d-3p
ATP6V1B1-AS1,hsa-miR-93-5p
ALMS1-IT1,hsa-miR-181a-5p
ALMS1-IT1,hsa-miR-181b-5p
ALMS1-IT1,hsa-miR-181c-5p
ALMS1-IT1,hsa-miR-181d-5p
ALMS1-IT1,hsa-miR-300
ALMS1-IT1,hsa-miR-320b
ALMS1-IT1,hsa-miR-320c
ALMS1-IT1,hsa-miR-320d
ALMS1-IT1,hsa-miR-381-3p
ALMS1-IT1,hsa-miR-4262
ALMS1-IT1,hsa-miR-4429
LBX2-AS1,hsa-miR-491-5p
LINC00152,hsa-miR-103a-3p
LINC00152,hsa-miR-107
LINC00152,hsa-miR-155-5p
LINC00152,hsa-miR-193a-3p
LINC00152,hsa-miR-193b-3p
LINC00152,hsa-miR-376c-3p
LINC00342,hsa-miR-19a-3p
LINC00342,hsa-miR-19b-3p
LINC00342,hsa-miR-384
STARD7-AS1,hsa-miR-132-3p
STARD7-AS1,hsa-miR-212-3p
STARD7-AS1,hsa-miR-31-5p
STARD7-AS1,hsa-miR-421
MIR4435-2HG,hsa-miR-31-5p
MIR4435-2HG,hsa-miR-335-5p
MIR4435-2HG,hsa-miR-136-5p
MIR4435-2HG,hsa-miR-193a-3p
MIR4435-2HG,hsa-miR-193b-3p
MIR4435-2HG,hsa-miR-330-5p
PAX8-AS1,hsa-miR-145-5p
NIFK-AS1,hsa-miR-186-5p
NIFK-AS1,hsa-miR-193a-3p
NIFK-AS1,hsa-miR-193b-3p
NIFK-AS1,hsa-miR-544a
NIFK-AS1,hsa-miR-875-5p
TEX41,hsa-miR-15a-5p
TEX41,hsa-miR-15b-5p
TEX41,hsa-miR-16-5p
TEX41,hsa-miR-195-5p
TEX41,hsa-miR-424-5p
TEX41,hsa-miR-497-5p
TEX41,hsa-miR-590-3p
CERS6-AS1,hsa-miR-15a-5p
CERS6-AS1,hsa-miR-15b-5p
CERS6-AS1,hsa-miR-16-5p
CERS6-AS1,hsa-miR-195-5p
CERS6-AS1,hsa-miR-424-5p
CERS6-AS1,hsa-miR-497-5p
HAGLR,hsa-miR-106a-5p
HAGLR,hsa-miR-106b-5p
HAGLR,hsa-miR-125a-3p
HAGLR,hsa-miR-130a-3p
HAGLR,hsa-miR-130b-3p
HAGLR,hsa-miR-17-5p
HAGLR,hsa-miR-182-5p
HAGLR,hsa-miR-19a-3p
HAGLR,hsa-miR-19b-3p
HAGLR,hsa-miR-20a-5p
HAGLR,hsa-miR-20b-5p
HAGLR,hsa-miR-301a-3p
HAGLR,hsa-miR-326
HAGLR,hsa-miR-330-5p
HAGLR,hsa-miR-3666
HAGLR,hsa-miR-421
HAGLR,hsa-miR-4295
HAGLR,hsa-miR-454-3p
HAGLR,hsa-miR-519d-3p
HAGLR,hsa-miR-93-5p
LINC01116,hsa-miR-31-5p
LINC01116,hsa-miR-9-5p
TTN-AS1,hsa-miR-103a-3p
TTN-AS1,hsa-miR-107
TTN-AS1,hsa-miR-139-5p
TTN-AS1,hsa-miR-153-3p
TTN-AS1,hsa-miR-155-5p
TTN-AS1,hsa-miR-15a-5p
TTN-AS1,hsa-miR-15b-5p
TTN-AS1,hsa-miR-16-5p
TTN-AS1,hsa-miR-195-5p
TTN-AS1,hsa-miR-27a-3p
TTN-AS1,hsa-miR-27b-3p
TTN-AS1,hsa-miR-370-3p
TTN-AS1,hsa-miR-376a-3p
TTN-AS1,hsa-miR-376b-3p
TTN-AS1,hsa-miR-424-5p
TTN-AS1,hsa-miR-497-5p
lnc-BZW1-1,hsa-miR-141-3p
lnc-BZW1-1,hsa-miR-200a-3p
lnc-RPE-1,hsa-miR-130a-3p
lnc-RPE-1,hsa-miR-130b-3p
lnc-RPE-1,hsa-miR-19a-3p
lnc-RPE-1,hsa-miR-19b-3p
lnc-RPE-1,hsa-miR-301a-3p
lnc-RPE-1,hsa-miR-3666
lnc-RPE-1,hsa-miR-382-5p
lnc-RPE-1,hsa-miR-4295
lnc-RPE-1,hsa-miR-454-3p
CATIP-AS1,hsa-miR-199a-5p
CATIP-AS1,hsa-miR-199b-5p
CATIP-AS1,hsa-miR-490-3p
CATIP-AS1,hsa-miR-491-5p
SDCBP2-AS1,hsa-miR-100-5p
SDCBP2-AS1,hsa-miR-144-3p
SDCBP2-AS1,hsa-miR-18a-5p
SDCBP2-AS1,hsa-miR-18b-5p
SDCBP2-AS1,hsa-miR-214-3p
SDCBP2-AS1,hsa-miR-27a-3p
SDCBP2-AS1,hsa-miR-27b-3p
SDCBP2-AS1,hsa-miR-338-3p
SDCBP2-AS1,hsa-miR-340-5p
SDCBP2-AS1,hsa-miR-3619-5p
SDCBP2-AS1,hsa-miR-411-5p
SDCBP2-AS1,hsa-miR-4735-3p
SDCBP2-AS1,hsa-miR-761
SDCBP2-AS1,hsa-miR-99a-5p
SDCBP2-AS1,hsa-miR-99b-5p
LINC00652,hsa-miR-214-3p
LINC00652,hsa-miR-3619-5p
LINC00652,hsa-miR-761
ZNF337-AS1,hsa-miR-138-5p
ZNF337-AS1,hsa-miR-185-5p
ZNF337-AS1,hsa-miR-22-3p
ZNF337-AS1,hsa-miR-299-3p
ZNF337-AS1,hsa-miR-4306
ZNF337-AS1,hsa-miR-4644
MIR663AHG,hsa-miR-10a-5p
MIR663AHG,hsa-miR-10b-5p
MIR663AHG,hsa-miR-339-5p
MIR663AHG,hsa-miR-4725-5p
MIR663AHG,hsa-miR-504-5p
SNHG17,hsa-miR-136-5p
SNHG17,hsa-miR-214-3p
SNHG17,hsa-miR-3619-5p
SNHG17,hsa-miR-370-3p
SNHG17,hsa-miR-539-5p
SNHG17,hsa-miR-761
SNHG11,hsa-miR-154-5p
ZFAS1,hsa-miR-150-5p
ZFAS1,hsa-miR-590-3p
LINC01270,hsa-miR-122-5p
LINC01270,hsa-miR-29a-3p
LINC01270,hsa-miR-29b-3p
LINC01270,hsa-miR-29c-3p
LINC01270,hsa-miR-326
LINC01270,hsa-miR-330-5p
GNAS-AS1,hsa-miR-24-3p
GNAS-AS1,hsa-miR-296-3p
GNAS-AS1,hsa-miR-329-3p
GNAS-AS1,hsa-miR-34a-5p
GNAS-AS1,hsa-miR-34c-5p
GNAS-AS1,hsa-miR-362-3p
GNAS-AS1,hsa-miR-449a
GNAS-AS1,hsa-miR-449b-5p
GNAS-AS1,hsa-miR-615-3p
GNAS-AS1,hsa-miR-139-5p
GNAS-AS1,hsa-miR-185-5p
GNAS-AS1,hsa-miR-3167
GNAS-AS1,hsa-miR-4306
GNAS-AS1,hsa-miR-4644
GNAS-AS1,hsa-miR-486-5p
GNAS-AS1,hsa-miR-539-5p
GNAS-AS1,hsa-miR-876-5p
MIR646HG,hsa-miR-128-3p
MIR646HG,hsa-miR-28-5p
MIR646HG,hsa-miR-3139
MIR646HG,hsa-miR-708-5p
MIR155HG,hsa-miR-155-5p
MIR155HG,hsa-miR-194-5p
MIR155HG,hsa-miR-223-3p
MIR155HG,hsa-miR-490-3p
MIR155HG,hsa-miR-495-3p
LINC00649,hsa-miR-15a-5p
LINC00649,hsa-miR-15b-5p
LINC00649,hsa-miR-16-5p
LINC00649,hsa-miR-195-5p
LINC00649,hsa-miR-424-5p
LINC00649,hsa-miR-497-5p
LINC00310,hsa-miR-487b-3p
CBR3-AS1,hsa-miR-143-3p
CBR3-AS1,hsa-miR-320b
CBR3-AS1,hsa-miR-320c
CBR3-AS1,hsa-miR-320d
CBR3-AS1,hsa-miR-4429
CBR3-AS1,hsa-miR-4770
LINC00313,hsa-miR-199a-5p
LINC00313,hsa-miR-199b-5p
LINC00313,hsa-miR-19a-3p
LINC00313,hsa-miR-19b-3p
LINC00313,hsa-miR-218-5p
LINC00313,hsa-miR-24-3p
LINC00313,hsa-miR-320b
LINC00313,hsa-miR-320c
LINC00313,hsa-miR-320d
LINC00313,hsa-miR-342-3p
LINC00313,hsa-miR-4429
LINC00313,hsa-miR-485-5p
LINC00319,hsa-miR-141-3p
LINC00319,hsa-miR-200a-3p
TRPM2-AS,hsa-miR-103a-3p
TRPM2-AS,hsa-miR-107
TRPM2-AS,hsa-miR-138-5p
TRPM2-AS,hsa-miR-15a-5p
TRPM2-AS,hsa-miR-15b-5p
TRPM2-AS,hsa-miR-16-5p
TRPM2-AS,hsa-miR-195-5p
TRPM2-AS,hsa-miR-424-5p
TRPM2-AS,hsa-miR-497-5p
LINC00163,hsa-miR-125a-3p
LINC00163,hsa-miR-329-3p
LINC00163,hsa-miR-362-3p
LINC00205,hsa-miR-1297
LINC00205,hsa-miR-224-5p
LINC00205,hsa-miR-26a-5p
LINC00205,hsa-miR-26b-5p
LINC00205,hsa-miR-4465
LINC00205,hsa-miR-495-3p
LINC00205,hsa-miR-542-3p
MCM3AP-AS1,hsa-miR-138-5p
MCM3AP-AS1,hsa-miR-143-3p
MCM3AP-AS1,hsa-miR-149-5p
MCM3AP-AS1,hsa-miR-15a-5p
MCM3AP-AS1,hsa-miR-15b-5p
MCM3AP-AS1,hsa-miR-16-5p
MCM3AP-AS1,hsa-miR-194-5p
MCM3AP-AS1,hsa-miR-195-5p
MCM3AP-AS1,hsa-miR-19a-3p
MCM3AP-AS1,hsa-miR-19b-3p
MCM3AP-AS1,hsa-miR-204-5p
MCM3AP-AS1,hsa-miR-205-5p
MCM3AP-AS1,hsa-miR-211-5p
MCM3AP-AS1,hsa-miR-224-5p
MCM3AP-AS1,hsa-miR-23a-3p
MCM3AP-AS1,hsa-miR-23b-3p
MCM3AP-AS1,hsa-miR-23c
MCM3AP-AS1,hsa-miR-24-3p
MCM3AP-AS1,hsa-miR-28-5p
MCM3AP-AS1,hsa-miR-3139
MCM3AP-AS1,hsa-miR-3167
MCM3AP-AS1,hsa-miR-340-5p
MCM3AP-AS1,hsa-miR-383-5p
MCM3AP-AS1,hsa-miR-424-5p
MCM3AP-AS1,hsa-miR-425-5p
MCM3AP-AS1,hsa-miR-455-5p
MCM3AP-AS1,hsa-miR-4770
MCM3AP-AS1,hsa-miR-497-5p
MCM3AP-AS1,hsa-miR-708-5p
MCM3AP-AS1,hsa-miR-876-5p
lnc-AP000525.1-3,hsa-miR-1297
lnc-AP000525.1-3,hsa-miR-26a-5p
lnc-AP000525.1-3,hsa-miR-26b-5p
lnc-AP000525.1-3,hsa-miR-384
lnc-AP000525.1-3,hsa-miR-4465
CECR7,hsa-miR-136-5p
CECR7,hsa-miR-197-3p
CECR7,hsa-miR-335-5p
CECR7,hsa-miR-873-5p
DGCR5,hsa-miR-22-3p
THAP7-AS1,hsa-miR-22-3p
TTC28-AS1,hsa-miR-103a-3p
TTC28-AS1,hsa-miR-107
TTC28-AS1,hsa-miR-22-3p
TTC28-AS1,hsa-miR-320b
TTC28-AS1,hsa-miR-425-5p
TTC28-AS1,hsa-miR-874-3p
TUG1,hsa-miR-125a-3p
TUG1,hsa-miR-132-3p
TUG1,hsa-miR-138-5p
TUG1,hsa-miR-142-3p
TUG1,hsa-miR-144-3p
TUG1,hsa-miR-145-5p
TUG1,hsa-miR-153-3p
TUG1,hsa-miR-186-5p
TUG1,hsa-miR-194-5p
TUG1,hsa-miR-196a-5p
TUG1,hsa-miR-196b-5p
TUG1,hsa-miR-197-3p
TUG1,hsa-miR-212-3p
TUG1,hsa-miR-21-5p
TUG1,hsa-miR-216b-5p
TUG1,hsa-miR-219a-5p
TUG1,hsa-miR-221-3p
TUG1,hsa-miR-222-3p
TUG1,hsa-miR-299-3p
TUG1,hsa-miR-29a-3p
TUG1,hsa-miR-29b-3p
TUG1,hsa-miR-29c-3p
TUG1,hsa-miR-300
TUG1,hsa-miR-31-5p
TUG1,hsa-miR-328-3p
TUG1,hsa-miR-335-5p
TUG1,hsa-miR-365a-3p
TUG1,hsa-miR-370-3p
TUG1,hsa-miR-376a-3p
TUG1,hsa-miR-376b-3p
TUG1,hsa-miR-381-3p
TUG1,hsa-miR-382-5p
TUG1,hsa-miR-410-3p
TUG1,hsa-miR-421
TUG1,hsa-miR-425-5p
TUG1,hsa-miR-4782-3p
TUG1,hsa-miR-505-3p
TUG1,hsa-miR-542-3p
TUG1,hsa-miR-590-5p
TUG1,hsa-miR-9-5p
LINC00899,hsa-miR-202-3p
LINC00899,hsa-miR-210-3p
LINC00899,hsa-miR-374a-5p
LINC00899,hsa-miR-374b-5p
LINC00899,hsa-miR-410-3p
SRGAP3-AS2,hsa-miR-539-5p
THUMPD3-AS1,hsa-miR-1297
THUMPD3-AS1,hsa-miR-181a-5p
THUMPD3-AS1,hsa-miR-181b-5p
THUMPD3-AS1,hsa-miR-181c-5p
THUMPD3-AS1,hsa-miR-181d-5p
THUMPD3-AS1,hsa-miR-185-5p
THUMPD3-AS1,hsa-miR-186-5p
THUMPD3-AS1,hsa-miR-218-5p
THUMPD3-AS1,hsa-miR-23a-3p
THUMPD3-AS1,hsa-miR-23b-3p
THUMPD3-AS1,hsa-miR-23c
THUMPD3-AS1,hsa-miR-26a-5p
THUMPD3-AS1,hsa-miR-26b-5p
THUMPD3-AS1,hsa-miR-29a-3p
THUMPD3-AS1,hsa-miR-29b-3p
THUMPD3-AS1,hsa-miR-29c-3p
THUMPD3-AS1,hsa-miR-425-5p
THUMPD3-AS1,hsa-miR-4262
THUMPD3-AS1,hsa-miR-4306
THUMPD3-AS1,hsa-miR-4465
THUMPD3-AS1,hsa-miR-4644
THUMPD3-AS1,hsa-miR-543
LINC00852,hsa-miR-145-5p
LINC00852,hsa-miR-365a-3p
LINC00852,hsa-miR-543
LINC00852,hsa-miR-7-5p
FGD5-AS1,hsa-miR-103a-3p
FGD5-AS1,hsa-miR-106a-5p
FGD5-AS1,hsa-miR-106b-5p
FGD5-AS1,hsa-miR-107
FGD5-AS1,hsa-miR-124-3p
FGD5-AS1,hsa-miR-125a-3p
FGD5-AS1,hsa-miR-129-5p
FGD5-AS1,hsa-miR-130a-3p
FGD5-AS1,hsa-miR-130b-3p
FGD5-AS1,hsa-miR-133a-3p
FGD5-AS1,hsa-miR-133b
FGD5-AS1,hsa-miR-142-3p
FGD5-AS1,hsa-miR-153-3p
FGD5-AS1,hsa-miR-154-5p
FGD5-AS1,hsa-miR-15a-5p
FGD5-AS1,hsa-miR-15b-5p
FGD5-AS1,hsa-miR-16-5p
FGD5-AS1,hsa-miR-17-5p
FGD5-AS1,hsa-miR-195-5p
FGD5-AS1,hsa-miR-196a-5p
FGD5-AS1,hsa-miR-196b-5p
FGD5-AS1,hsa-miR-19a-3p
FGD5-AS1,hsa-miR-19b-3p
FGD5-AS1,hsa-miR-202-3p
FGD5-AS1,hsa-miR-20a-5p
FGD5-AS1,hsa-miR-20b-5p
FGD5-AS1,hsa-miR-214-3p
FGD5-AS1,hsa-miR-223-3p
FGD5-AS1,hsa-miR-22-3p
FGD5-AS1,hsa-miR-301a-3p
FGD5-AS1,hsa-miR-302a-3p
FGD5-AS1,hsa-miR-302b-3p
FGD5-AS1,hsa-miR-302c-3p
FGD5-AS1,hsa-miR-302d-3p
FGD5-AS1,hsa-miR-302e
FGD5-AS1,hsa-miR-320b
FGD5-AS1,hsa-miR-320c
FGD5-AS1,hsa-miR-320d
FGD5-AS1,hsa-miR-33a-5p
FGD5-AS1,hsa-miR-33b-5p
FGD5-AS1,hsa-miR-3619-5p
FGD5-AS1,hsa-miR-3666
FGD5-AS1,hsa-miR-372-3p
FGD5-AS1,hsa-miR-373-3p
FGD5-AS1,hsa-miR-382-5p
FGD5-AS1,hsa-miR-383-5p
FGD5-AS1,hsa-miR-424-5p
FGD5-AS1,hsa-miR-4295
FGD5-AS1,hsa-miR-4429
FGD5-AS1,hsa-miR-450a-5p
FGD5-AS1,hsa-miR-454-3p
FGD5-AS1,hsa-miR-497-5p
FGD5-AS1,hsa-miR-499a-5p
FGD5-AS1,hsa-miR-505-3p
FGD5-AS1,hsa-miR-506-3p
FGD5-AS1,hsa-miR-519d-3p
FGD5-AS1,hsa-miR-520a-3p
FGD5-AS1,hsa-miR-520c-3p
FGD5-AS1,hsa-miR-520d-3p
FGD5-AS1,hsa-miR-539-5p
FGD5-AS1,hsa-miR-544a
FGD5-AS1,hsa-miR-761
FGD5-AS1,hsa-miR-93-5p
SH3BP5-AS1,hsa-miR-202-3p
SH3BP5-AS1,hsa-miR-491-5p
SH3BP5-AS1,hsa-miR-544a
LIMD1-AS1,hsa-miR-193a-3p
LIMD1-AS1,hsa-miR-193b-3p
KIF9-AS1,hsa-miR-148a-3p
KIF9-AS1,hsa-miR-148b-3p
KIF9-AS1,hsa-miR-152-3p
KIF9-AS1,hsa-miR-15a-5p
KIF9-AS1,hsa-miR-15b-5p
KIF9-AS1,hsa-miR-16-5p
KIF9-AS1,hsa-miR-195-5p
KIF9-AS1,hsa-miR-424-5p
KIF9-AS1,hsa-miR-497-5p
lnc-GNAI2-2,hsa-miR-133a-3p
lnc-GNAI2-2,hsa-miR-133b
lnc-GNAI2-2,hsa-miR-149-5p
PTPRG-AS1,hsa-miR-421
PSMD6-AS2,hsa-miR-181a-5p
PSMD6-AS2,hsa-miR-181b-5p
PSMD6-AS2,hsa-miR-181c-5p
PSMD6-AS2,hsa-miR-181d-5p
PSMD6-AS2,hsa-miR-346
PSMD6-AS2,hsa-miR-4262
MAGI1-IT1,hsa-miR-106a-5p
MAGI1-IT1,hsa-miR-106b-5p
MAGI1-IT1,hsa-miR-17-5p
MAGI1-IT1,hsa-miR-20a-5p
MAGI1-IT1,hsa-miR-20b-5p
MAGI1-IT1,hsa-miR-302a-3p
MAGI1-IT1,hsa-miR-302b-3p
MAGI1-IT1,hsa-miR-302c-3p
MAGI1-IT1,hsa-miR-302d-3p
MAGI1-IT1,hsa-miR-302e
MAGI1-IT1,hsa-miR-372-3p
MAGI1-IT1,hsa-miR-373-3p
MAGI1-IT1,hsa-miR-519d-3p
MAGI1-IT1,hsa-miR-520a-3p
MAGI1-IT1,hsa-miR-520c-3p
MAGI1-IT1,hsa-miR-520d-3p
MAGI1-IT1,hsa-miR-93-5p
MAGI1-IT1,hsa-miR-9-5p
LINC00960,hsa-miR-103a-3p
LINC00960,hsa-miR-107
LINC00960,hsa-miR-183-5p
LINC00960,hsa-miR-365a-3p
LINC00879,hsa-miR-378c
LINC00882,hsa-miR-214-3p
LINC00882,hsa-miR-29a-3p
LINC00882,hsa-miR-29c-3p
LINC00882,hsa-miR-3619-5p
LINC00882,hsa-miR-761
DUBR,hsa-miR-103a-3p
DUBR,hsa-miR-107
DUBR,hsa-miR-142-3p
DUBR,hsa-miR-3167
DUBR,hsa-miR-876-5p
lnc-GNB4-1,hsa-miR-106a-5p
lnc-GNB4-1,hsa-miR-106b-5p
lnc-GNB4-1,hsa-miR-144-3p
lnc-GNB4-1,hsa-miR-17-5p
lnc-GNB4-1,hsa-miR-181a-5p
lnc-GNB4-1,hsa-miR-181b-5p
lnc-GNB4-1,hsa-miR-181c-5p
