lncRNA,miRNA
lnc-GNB4-1,hsa-miR-181d-5p
lnc-GNB4-1,hsa-miR-186-5p
lnc-GNB4-1,hsa-miR-200b-3p
lnc-GNB4-1,hsa-miR-200c-3p
lnc-GNB4-1,hsa-miR-20a-5p
lnc-GNB4-1,hsa-miR-20b-5p
lnc-GNB4-1,hsa-miR-22-3p
lnc-GNB4-1,hsa-miR-23a-3p
lnc-GNB4-1,hsa-miR-23b-3p
lnc-GNB4-1,hsa-miR-23c
lnc-GNB4-1,hsa-miR-29a-3p
lnc-GNB4-1,hsa-miR-29b-3p
lnc-GNB4-1,hsa-miR-29c-3p
lnc-GNB4-1,hsa-miR-300
lnc-GNB4-1,hsa-miR-302a-3p
lnc-GNB4-1,hsa-miR-302b-3p
lnc-GNB4-1,hsa-miR-302c-3p
lnc-GNB4-1,hsa-miR-302d-3p
lnc-GNB4-1,hsa-miR-302e
lnc-GNB4-1,hsa-miR-371a-5p
lnc-GNB4-1,hsa-miR-372-3p
lnc-GNB4-1,hsa-miR-373-3p
lnc-GNB4-1,hsa-miR-381-3p
lnc-GNB4-1,hsa-miR-4262
lnc-GNB4-1,hsa-miR-429
lnc-GNB4-1,hsa-miR-519d-3p
lnc-GNB4-1,hsa-miR-520a-3p
lnc-GNB4-1,hsa-miR-520c-3p
lnc-GNB4-1,hsa-miR-520d-3p
lnc-GNB4-1,hsa-miR-653-5p
lnc-GNB4-1,hsa-miR-93-5p
lnc-TNK2-2,hsa-miR-361-5p
TM4SF19-AS1,hsa-miR-153-3p
TM4SF19-AS1,hsa-miR-19a-3p
TM4SF19-AS1,hsa-miR-19b-3p
TM4SF19-AS1,hsa-miR-485-5p
DLG1-AS1,hsa-miR-103a-3p
DLG1-AS1,hsa-miR-107
DLG1-AS1,hsa-miR-15a-5p
DLG1-AS1,hsa-miR-15b-5p
DLG1-AS1,hsa-miR-16-5p
DLG1-AS1,hsa-miR-195-5p
DLG1-AS1,hsa-miR-424-5p
DLG1-AS1,hsa-miR-497-5p
NOP14-AS1,hsa-miR-125a-5p
NOP14-AS1,hsa-miR-125b-5p
NOP14-AS1,hsa-miR-4319
LINC01096,hsa-miR-19a-3p
LINC01096,hsa-miR-19b-3p
TAPT1-AS1,hsa-miR-24-3p
KLF3-AS1,hsa-miR-138-5p
UGDH-AS1,hsa-miR-376a-3p
UGDH-AS1,hsa-miR-376b-3p
DANCR,hsa-miR-135a-5p
DANCR,hsa-miR-135b-5p
DANCR,hsa-miR-216a-5p
DANCR,hsa-miR-33a-5p
DANCR,hsa-miR-33b-5p
DANCR,hsa-miR-496
DANCR,hsa-miR-758-3p
THAP9-AS1,hsa-miR-205-5p
THAP9-AS1,hsa-miR-505-3p
THAP9-AS1,hsa-miR-874-3p
LEF1-AS1,hsa-miR-544a
SNHG8,hsa-miR-542-3p
lnc-FBXW7-5,hsa-miR-103a-3p
lnc-FBXW7-5,hsa-miR-107
lnc-FBXW7-5,hsa-miR-15a-5p
lnc-FBXW7-5,hsa-miR-15b-5p
lnc-FBXW7-5,hsa-miR-16-5p
lnc-FBXW7-5,hsa-miR-195-5p
lnc-FBXW7-5,hsa-miR-424-5p
lnc-FBXW7-5,hsa-miR-497-5p
LINC01194,hsa-miR-106a-5p
LINC01194,hsa-miR-106b-5p
LINC01194,hsa-miR-17-5p
LINC01194,hsa-miR-20a-5p
LINC01194,hsa-miR-20b-5p
LINC01194,hsa-miR-302a-3p
LINC01194,hsa-miR-302b-3p
LINC01194,hsa-miR-302c-3p
LINC01194,hsa-miR-302d-3p
LINC01194,hsa-miR-302e
LINC01194,hsa-miR-372-3p
LINC01194,hsa-miR-373-3p
LINC01194,hsa-miR-519d-3p
LINC01194,hsa-miR-520a-3p
LINC01194,hsa-miR-520c-3p
LINC01194,hsa-miR-520d-3p
LINC01194,hsa-miR-93-5p
LIFR-AS1,hsa-miR-197-3p
LIFR-AS1,hsa-miR-29a-3p
LIFR-AS1,hsa-miR-29b-3p
LIFR-AS1,hsa-miR-29c-3p
LIFR-AS1,hsa-miR-542-3p
NNT-AS1,hsa-miR-485-5p
ZBED3-AS1,hsa-miR-134-5p
ZBED3-AS1,hsa-miR-3118
ZBED3-AS1,hsa-miR-382-5p
SCAMP1-AS1,hsa-miR-149-5p
SCAMP1-AS1,hsa-miR-186-5p
SCAMP1-AS1,hsa-miR-196a-5p
SCAMP1-AS1,hsa-miR-196b-5p
SCAMP1-AS1,hsa-miR-302a-3p
SCAMP1-AS1,hsa-miR-302b-3p
SCAMP1-AS1,hsa-miR-302c-3p
SCAMP1-AS1,hsa-miR-302d-3p
SCAMP1-AS1,hsa-miR-302e
SCAMP1-AS1,hsa-miR-361-5p
SCAMP1-AS1,hsa-miR-372-3p
SCAMP1-AS1,hsa-miR-373-3p
SCAMP1-AS1,hsa-miR-520a-3p
SCAMP1-AS1,hsa-miR-520c-3p
SCAMP1-AS1,hsa-miR-520d-3p
CKMT2-AS1,hsa-miR-106a-5p
CKMT2-AS1,hsa-miR-106b-5p
CKMT2-AS1,hsa-miR-130a-3p
CKMT2-AS1,hsa-miR-130b-3p
CKMT2-AS1,hsa-miR-17-5p
CKMT2-AS1,hsa-miR-204-5p
CKMT2-AS1,hsa-miR-20a-5p
CKMT2-AS1,hsa-miR-20b-5p
CKMT2-AS1,hsa-miR-211-5p
CKMT2-AS1,hsa-miR-301a-3p
CKMT2-AS1,hsa-miR-338-3p
CKMT2-AS1,hsa-miR-342-3p
CKMT2-AS1,hsa-miR-34a-5p
CKMT2-AS1,hsa-miR-34c-5p
CKMT2-AS1,hsa-miR-3666
CKMT2-AS1,hsa-miR-371a-5p
CKMT2-AS1,hsa-miR-377-3p
CKMT2-AS1,hsa-miR-4295
CKMT2-AS1,hsa-miR-449a
CKMT2-AS1,hsa-miR-449b-5p
CKMT2-AS1,hsa-miR-454-3p
CKMT2-AS1,hsa-miR-519d-3p
CKMT2-AS1,hsa-miR-542-3p
CKMT2-AS1,hsa-miR-93-5p
LINC00461,hsa-miR-411-5p
LUCAT1,hsa-miR-181a-5p
LUCAT1,hsa-miR-181b-5p
LUCAT1,hsa-miR-181c-5p
LUCAT1,hsa-miR-181d-5p
LUCAT1,hsa-miR-199a-5p
LUCAT1,hsa-miR-199b-5p
LUCAT1,hsa-miR-4262
NR2F1-AS1,hsa-miR-136-5p
NR2F1-AS1,hsa-miR-190a-5p
NR2F1-AS1,hsa-miR-25-3p
NR2F1-AS1,hsa-miR-32-5p
NR2F1-AS1,hsa-miR-34a-5p
NR2F1-AS1,hsa-miR-363-3p
NR2F1-AS1,hsa-miR-367-3p
NR2F1-AS1,hsa-miR-449a
NR2F1-AS1,hsa-miR-449b-5p
NR2F1-AS1,hsa-miR-92a-3p
NR2F1-AS1,hsa-miR-92b-3p
EPB41L4A-AS1,hsa-miR-106a-5p
EPB41L4A-AS1,hsa-miR-106b-5p
EPB41L4A-AS1,hsa-miR-146a-5p
EPB41L4A-AS1,hsa-miR-146b-5p
EPB41L4A-AS1,hsa-miR-15a-5p
EPB41L4A-AS1,hsa-miR-15b-5p
EPB41L4A-AS1,hsa-miR-16-5p
EPB41L4A-AS1,hsa-miR-17-5p
EPB41L4A-AS1,hsa-miR-195-5p
EPB41L4A-AS1,hsa-miR-20a-5p
EPB41L4A-AS1,hsa-miR-20b-5p
EPB41L4A-AS1,hsa-miR-214-3p
EPB41L4A-AS1,hsa-miR-30a-5p
EPB41L4A-AS1,hsa-miR-30b-5p
EPB41L4A-AS1,hsa-miR-30c-5p
EPB41L4A-AS1,hsa-miR-30d-5p
EPB41L4A-AS1,hsa-miR-30e-5p
EPB41L4A-AS1,hsa-miR-3619-5p
EPB41L4A-AS1,hsa-miR-424-5p
EPB41L4A-AS1,hsa-miR-497-5p
EPB41L4A-AS1,hsa-miR-519d-3p
EPB41L4A-AS1,hsa-miR-761
EPB41L4A-AS1,hsa-miR-93-5p
lnc-P4HA2-2,hsa-miR-25-3p
lnc-P4HA2-2,hsa-miR-32-5p
lnc-P4HA2-2,hsa-miR-363-3p
lnc-P4HA2-2,hsa-miR-367-3p
lnc-P4HA2-2,hsa-miR-92a-3p
lnc-P4HA2-2,hsa-miR-92b-3p
PRR7-AS1,hsa-miR-346
PRR7-AS1,hsa-miR-370-3p
PRR7-AS1,hsa-miR-371a-5p
LINC00847,hsa-miR-1297
LINC00847,hsa-miR-26a-5p
LINC00847,hsa-miR-26b-5p
LINC00847,hsa-miR-4465
LINC00847,hsa-miR-599
HCG11,hsa-miR-125a-3p
HCG11,hsa-miR-1297
HCG11,hsa-miR-144-3p
HCG11,hsa-miR-26a-5p
HCG11,hsa-miR-26b-5p
HCG11,hsa-miR-376c-3p
HCG11,hsa-miR-384
HCG11,hsa-miR-421
HCG11,hsa-miR-4465
HCG11,hsa-miR-495-3p
HCG11,hsa-miR-496
HCG11,hsa-miR-499a-5p
HCG11,hsa-miR-543
HCG11,hsa-miR-590-3p
HCG11,hsa-miR-7-5p
LINC00240,hsa-miR-124-3p
LINC00240,hsa-miR-1297
LINC00240,hsa-miR-155-5p
LINC00240,hsa-miR-26a-5p
LINC00240,hsa-miR-26b-5p
LINC00240,hsa-miR-4465
LINC00240,hsa-miR-506-3p
HLA-F-AS1,hsa-miR-3619-5p
HCP5,hsa-miR-106a-5p
HCP5,hsa-miR-106b-5p
HCP5,hsa-miR-128-3p
HCP5,hsa-miR-139-5p
HCP5,hsa-miR-140-5p
HCP5,hsa-miR-144-3p
HCP5,hsa-miR-17-5p
HCP5,hsa-miR-186-5p
HCP5,hsa-miR-20a-5p
HCP5,hsa-miR-20b-5p
HCP5,hsa-miR-214-3p
HCP5,hsa-miR-216a-5p
HCP5,hsa-miR-22-3p
HCP5,hsa-miR-27a-3p
HCP5,hsa-miR-27b-3p
HCP5,hsa-miR-299-3p
HCP5,hsa-miR-29a-3p
HCP5,hsa-miR-29b-3p
HCP5,hsa-miR-29c-3p
HCP5,hsa-miR-328-3p
HCP5,hsa-miR-3619-5p
HCP5,hsa-miR-519d-3p
HCP5,hsa-miR-653-5p
HCP5,hsa-miR-761
HCP5,hsa-miR-93-5p
lnc-AGER-1,hsa-let-7a-5p
lnc-AGER-1,hsa-let-7b-5p
lnc-AGER-1,hsa-let-7c-5p
lnc-AGER-1,hsa-let-7d-5p
lnc-AGER-1,hsa-let-7e-5p
lnc-AGER-1,hsa-let-7f-5p
lnc-AGER-1,hsa-let-7g-5p
lnc-AGER-1,hsa-let-7i-5p
lnc-AGER-1,hsa-miR-4458
lnc-AGER-1,hsa-miR-4500
lnc-AGER-1,hsa-miR-491-5p
lnc-AGER-1,hsa-miR-874-3p
lnc-AGER-1,hsa-miR-98-5p
PSMB8-AS1,hsa-miR-22-3p
TDRG1,hsa-miR-873-5p
LINC00680,hsa-miR-186-5p
LINC00680,hsa-miR-320b
LINC00680,hsa-miR-320c
LINC00680,hsa-miR-320d
LINC00680,hsa-miR-4429
LINC00472,hsa-miR-196a-5p
LINC00472,hsa-miR-196b-5p
LINC00472,hsa-miR-204-5p
LINC00472,hsa-miR-211-5p
LINC00472,hsa-miR-23a-3p
LINC00472,hsa-miR-23b-3p
LINC00472,hsa-miR-23c
LINC00472,hsa-miR-300
LINC00472,hsa-miR-302a-3p
LINC00472,hsa-miR-302b-3p
LINC00472,hsa-miR-302c-3p
LINC00472,hsa-miR-302d-3p
LINC00472,hsa-miR-302e
LINC00472,hsa-miR-372-3p
LINC00472,hsa-miR-373-3p
LINC00472,hsa-miR-381-3p
LINC00472,hsa-miR-520a-3p
LINC00472,hsa-miR-520c-3p
LINC00472,hsa-miR-520d-3p
LINC00472,hsa-miR-599
SNHG5,hsa-miR-1297
SNHG5,hsa-miR-132-3p
SNHG5,hsa-miR-154-5p
SNHG5,hsa-miR-205-5p
SNHG5,hsa-miR-212-3p
SNHG5,hsa-miR-216a-5p
SNHG5,hsa-miR-25-3p
SNHG5,hsa-miR-26a-5p
SNHG5,hsa-miR-26b-5p
SNHG5,hsa-miR-32-5p
SNHG5,hsa-miR-363-3p
SNHG5,hsa-miR-367-3p
SNHG5,hsa-miR-377-3p
SNHG5,hsa-miR-421
SNHG5,hsa-miR-4465
SNHG5,hsa-miR-92a-3p
SNHG5,hsa-miR-92b-3p
TRAF3IP2-AS1,hsa-miR-141-3p
TRAF3IP2-AS1,hsa-miR-153-3p
TRAF3IP2-AS1,hsa-miR-15a-5p
TRAF3IP2-AS1,hsa-miR-15b-5p
TRAF3IP2-AS1,hsa-miR-16-5p
TRAF3IP2-AS1,hsa-miR-195-5p
TRAF3IP2-AS1,hsa-miR-200a-3p
TRAF3IP2-AS1,hsa-miR-320b
TRAF3IP2-AS1,hsa-miR-320c
TRAF3IP2-AS1,hsa-miR-320d
TRAF3IP2-AS1,hsa-miR-374a-5p
TRAF3IP2-AS1,hsa-miR-374b-5p
TRAF3IP2-AS1,hsa-miR-424-5p
TRAF3IP2-AS1,hsa-miR-425-5p
TRAF3IP2-AS1,hsa-miR-4429
TRAF3IP2-AS1,hsa-miR-497-5p
TRAF3IP2-AS1,hsa-miR-874-3p
LINC00473,hsa-miR-15a-5p
LINC00473,hsa-miR-15b-5p
LINC00473,hsa-miR-16-5p
LINC00473,hsa-miR-195-5p
LINC00473,hsa-miR-210-3p
LINC00473,hsa-miR-23a-3p
LINC00473,hsa-miR-23b-3p
LINC00473,hsa-miR-23c
LINC00473,hsa-miR-424-5p
LINC00473,hsa-miR-497-5p
LINC00242,hsa-miR-206
LINC00242,hsa-miR-214-3p
LINC00242,hsa-miR-3619-5p
LINC00242,hsa-miR-613
LINC00242,hsa-miR-761
HCG18,hsa-miR-103a-3p
HCG18,hsa-miR-106a-5p
HCG18,hsa-miR-106b-5p
HCG18,hsa-miR-107
HCG18,hsa-miR-129-5p
HCG18,hsa-miR-133a-3p
HCG18,hsa-miR-133b
HCG18,hsa-miR-146a-5p
HCG18,hsa-miR-146b-5p
HCG18,hsa-miR-148a-3p
HCG18,hsa-miR-148b-3p
HCG18,hsa-miR-152-3p
HCG18,hsa-miR-155-5p
HCG18,hsa-miR-15a-5p
HCG18,hsa-miR-15b-5p
HCG18,hsa-miR-16-5p
HCG18,hsa-miR-17-5p
HCG18,hsa-miR-185-5p
HCG18,hsa-miR-193a-3p
HCG18,hsa-miR-193b-3p
HCG18,hsa-miR-195-5p
HCG18,hsa-miR-196a-5p
HCG18,hsa-miR-196b-5p
HCG18,hsa-miR-20a-5p
HCG18,hsa-miR-20b-5p
HCG18,hsa-miR-214-3p
HCG18,hsa-miR-296-3p
HCG18,hsa-miR-302a-3p
HCG18,hsa-miR-302b-3p
HCG18,hsa-miR-302c-3p
HCG18,hsa-miR-302d-3p
HCG18,hsa-miR-302e
HCG18,hsa-miR-30a-5p
HCG18,hsa-miR-30b-5p
HCG18,hsa-miR-30c-5p
HCG18,hsa-miR-30d-5p
HCG18,hsa-miR-30e-5p
HCG18,hsa-miR-320b
HCG18,hsa-miR-320c
HCG18,hsa-miR-320d
HCG18,hsa-miR-34a-5p
HCG18,hsa-miR-34c-5p
HCG18,hsa-miR-361-5p
HCG18,hsa-miR-3619-5p
HCG18,hsa-miR-370-3p
HCG18,hsa-miR-372-3p
HCG18,hsa-miR-373-3p
HCG18,hsa-miR-378a-3p
HCG18,hsa-miR-378b
HCG18,hsa-miR-378c
HCG18,hsa-miR-378d
HCG18,hsa-miR-378e
HCG18,hsa-miR-378f
HCG18,hsa-miR-378h
HCG18,hsa-miR-378i
HCG18,hsa-miR-422a
HCG18,hsa-miR-424-5p
HCG18,hsa-miR-4306
HCG18,hsa-miR-4429
HCG18,hsa-miR-448
HCG18,hsa-miR-449a
HCG18,hsa-miR-449b-5p
HCG18,hsa-miR-4644
HCG18,hsa-miR-485-5p
HCG18,hsa-miR-490-3p
HCG18,hsa-miR-495-3p
HCG18,hsa-miR-496
HCG18,hsa-miR-497-5p
HCG18,hsa-miR-499a-5p
HCG18,hsa-miR-519d-3p
HCG18,hsa-miR-520a-3p
HCG18,hsa-miR-520c-3p
HCG18,hsa-miR-520d-3p
HCG18,hsa-miR-761
HCG18,hsa-miR-93-5p
HCG18,hsa-miR-9-5p
XXbac-BPG246D15.8,hsa-miR-22-3p
XXbac-BPG308K3.5,hsa-miR-615-3p
HCG17,hsa-miR-15a-5p
HCG17,hsa-miR-15b-5p
HCG17,hsa-miR-16-5p
HCG17,hsa-miR-195-5p
HCG17,hsa-miR-214-3p
HCG17,hsa-miR-3619-5p
HCG17,hsa-miR-424-5p
HCG17,hsa-miR-485-5p
HCG17,hsa-miR-497-5p
HCG17,hsa-miR-761
PSMG3-AS1,hsa-miR-143-3p
PSMG3-AS1,hsa-miR-210-3p
PSMG3-AS1,hsa-miR-4770
HOTAIRM1,hsa-miR-103a-3p
HOTAIRM1,hsa-miR-107
HOTAIRM1,hsa-miR-129-5p
HOTAIRM1,hsa-miR-148a-3p
HOTAIRM1,hsa-miR-148b-3p
HOTAIRM1,hsa-miR-152-3p
HOXA-AS2,hsa-miR-106a-5p
HOXA-AS2,hsa-miR-106b-5p
HOXA-AS2,hsa-miR-17-5p
HOXA-AS2,hsa-miR-20a-5p
HOXA-AS2,hsa-miR-20b-5p
HOXA-AS2,hsa-miR-302a-3p
HOXA-AS2,hsa-miR-302b-3p
HOXA-AS2,hsa-miR-302c-3p
HOXA-AS2,hsa-miR-302d-3p
HOXA-AS2,hsa-miR-302e
HOXA-AS2,hsa-miR-372-3p
HOXA-AS2,hsa-miR-373-3p
HOXA-AS2,hsa-miR-519d-3p
HOXA-AS2,hsa-miR-520a-3p
HOXA-AS2,hsa-miR-520c-3p
HOXA-AS2,hsa-miR-520d-3p
HOXA-AS2,hsa-miR-93-5p
HOXA-AS3,hsa-miR-216a-5p
HOXA-AS3,hsa-miR-218-5p
HOXA-AS3,hsa-miR-29a-3p
HOXA-AS3,hsa-miR-29b-3p
HOXA-AS3,hsa-miR-29c-3p
HOXA-AS3,hsa-miR-455-5p
HOXA10-AS,hsa-miR-196a-5p
HOXA10-AS,hsa-miR-196b-5p
HOXA10-AS,hsa-miR-19a-3p
HOXA10-AS,hsa-miR-19b-3p
HOXA10-AS,hsa-miR-29a-3p
HOXA10-AS,hsa-miR-29b-3p
HOXA10-AS,hsa-miR-29c-3p
HOXA11-AS,hsa-let-7a-5p
HOXA11-AS,hsa-let-7b-5p
HOXA11-AS,hsa-let-7c-5p
HOXA11-AS,hsa-let-7d-5p
HOXA11-AS,hsa-let-7e-5p
HOXA11-AS,hsa-let-7f-5p
HOXA11-AS,hsa-let-7g-5p
HOXA11-AS,hsa-let-7i-5p
HOXA11-AS,hsa-miR-124-3p
HOXA11-AS,hsa-miR-130a-3p
HOXA11-AS,hsa-miR-130b-3p
HOXA11-AS,hsa-miR-148a-3p
HOXA11-AS,hsa-miR-148b-3p
HOXA11-AS,hsa-miR-152-3p
HOXA11-AS,hsa-miR-208a-3p
HOXA11-AS,hsa-miR-208b-3p
HOXA11-AS,hsa-miR-214-3p
HOXA11-AS,hsa-miR-223-3p
HOXA11-AS,hsa-miR-24-3p
HOXA11-AS,hsa-miR-301a-3p
HOXA11-AS,hsa-miR-3619-5p
HOXA11-AS,hsa-miR-3666
HOXA11-AS,hsa-miR-4295
HOXA11-AS,hsa-miR-4458
HOXA11-AS,hsa-miR-4500
HOXA11-AS,hsa-miR-454-3p
HOXA11-AS,hsa-miR-506-3p
HOXA11-AS,hsa-miR-761
HOXA11-AS,hsa-miR-98-5p
HOTTIP,hsa-miR-615-3p
NPSR1-AS1,hsa-miR-365a-3p
LINC00265,hsa-miR-382-5p
LINC00265,hsa-miR-485-5p
LINC01448,hsa-miR-505-3p
SNHG15,hsa-miR-141-3p
SNHG15,hsa-miR-153-3p
SNHG15,hsa-miR-18a-5p
SNHG15,hsa-miR-18b-5p
SNHG15,hsa-miR-200a-3p
SNHG15,hsa-miR-24-3p
SNHG15,hsa-miR-338-3p
SNHG15,hsa-miR-346
SNHG15,hsa-miR-371a-5p
SNHG15,hsa-miR-411-5p
SNHG15,hsa-miR-451a
SNHG15,hsa-miR-4735-3p
SNHG15,hsa-miR-873-5p
LINC00525,hsa-miR-338-3p
LINC00525,hsa-miR-421
LINC00525,hsa-miR-505-3p
lnc-LANCL2-2,hsa-miR-150-5p
LINC00174,hsa-miR-138-5p
LINC00174,hsa-miR-148a-3p
LINC00174,hsa-miR-148b-3p
LINC00174,hsa-miR-150-5p
LINC00174,hsa-miR-152-3p
LINC00174,hsa-miR-31-5p
LINC00174,hsa-miR-328-3p
LINC00174,hsa-miR-485-5p
MAGI2-AS3,hsa-miR-138-5p
MAGI2-AS3,hsa-miR-142-3p
MAGI2-AS3,hsa-miR-218-5p
MAGI2-AS3,hsa-miR-223-3p
MAGI2-AS3,hsa-miR-31-5p
MAGI2-AS3,hsa-miR-374a-5p
MAGI2-AS3,hsa-miR-374b-5p
MAGI2-AS3,hsa-miR-448
TP53TG1,hsa-miR-33a-5p
TP53TG1,hsa-miR-33b-5p
lnc-GATAD1-2,hsa-miR-503-5p
DLX6-AS1,hsa-miR-103a-3p
DLX6-AS1,hsa-miR-107
DLX6-AS1,hsa-miR-1297
DLX6-AS1,hsa-miR-141-3p
DLX6-AS1,hsa-miR-149-5p
DLX6-AS1,hsa-miR-15a-5p
DLX6-AS1,hsa-miR-15b-5p
DLX6-AS1,hsa-miR-16-5p
DLX6-AS1,hsa-miR-195-5p
DLX6-AS1,hsa-miR-199a-5p
DLX6-AS1,hsa-miR-199b-5p
DLX6-AS1,hsa-miR-200a-3p
DLX6-AS1,hsa-miR-26a-5p
DLX6-AS1,hsa-miR-26b-5p
DLX6-AS1,hsa-miR-346
DLX6-AS1,hsa-miR-424-5p
DLX6-AS1,hsa-miR-4465
DLX6-AS1,hsa-miR-497-5p
SLC26A4-AS1,hsa-miR-130a-3p
SLC26A4-AS1,hsa-miR-130b-3p
SLC26A4-AS1,hsa-miR-19a-3p
SLC26A4-AS1,hsa-miR-19b-3p
SLC26A4-AS1,hsa-miR-301a-3p
SLC26A4-AS1,hsa-miR-30a-5p
SLC26A4-AS1,hsa-miR-30b-5p
SLC26A4-AS1,hsa-miR-30c-5p
SLC26A4-AS1,hsa-miR-30d-5p
SLC26A4-AS1,hsa-miR-30e-5p
SLC26A4-AS1,hsa-miR-3666
SLC26A4-AS1,hsa-miR-4295
SLC26A4-AS1,hsa-miR-454-3p
LINC01393,hsa-miR-128-3p
LINC-PINT,hsa-miR-1297
LINC-PINT,hsa-miR-26a-5p
LINC-PINT,hsa-miR-26b-5p
LINC-PINT,hsa-miR-329-3p
LINC-PINT,hsa-miR-362-3p
LINC-PINT,hsa-miR-365a-3p
LINC-PINT,hsa-miR-4465
LINC-PINT,hsa-miR-543
EPHA1-AS1,hsa-miR-103a-3p
EPHA1-AS1,hsa-miR-107
OR2A1-AS1,hsa-miR-653-5p
LINC00996,hsa-miR-758-3p
LINC00996,hsa-miR-9-5p
PRKAG2-AS1,hsa-miR-491-5p
LINC00689,hsa-miR-129-5p
LINC00689,hsa-miR-142-3p
LINC00689,hsa-miR-218-5p
LINC00689,hsa-miR-3167
LINC00689,hsa-miR-496
LINC00689,hsa-miR-876-5p
lnc-AF131215.2.1-1,hsa-miR-129-5p
EXTL3-AS1,hsa-miR-136-5p
SNHG6,hsa-miR-101-3p
SNHG6,hsa-miR-1297
SNHG6,hsa-miR-26a-5p
SNHG6,hsa-miR-26b-5p
SNHG6,hsa-miR-4465
CASC9,hsa-miR-15a-5p
CASC9,hsa-miR-15b-5p
CASC9,hsa-miR-16-5p
CASC9,hsa-miR-195-5p
CASC9,hsa-miR-383-5p
CASC9,hsa-miR-424-5p
CASC9,hsa-miR-488-3p
CASC9,hsa-miR-497-5p
OTUD6B-AS1,hsa-miR-144-3p
OTUD6B-AS1,hsa-miR-145-5p
OTUD6B-AS1,hsa-miR-150-5p
OTUD6B-AS1,hsa-miR-153-3p
OTUD6B-AS1,hsa-miR-155-5p
OTUD6B-AS1,hsa-miR-206
OTUD6B-AS1,hsa-miR-21-5p
OTUD6B-AS1,hsa-miR-365a-3p
OTUD6B-AS1,hsa-miR-590-3p
OTUD6B-AS1,hsa-miR-590-5p
OTUD6B-AS1,hsa-miR-613
PVT1,hsa-miR-106a-5p
PVT1,hsa-miR-106b-5p
PVT1,hsa-miR-128-3p
PVT1,hsa-miR-15a-5p
PVT1,hsa-miR-15b-5p
PVT1,hsa-miR-16-5p
PVT1,hsa-miR-17-5p
PVT1,hsa-miR-186-5p
PVT1,hsa-miR-190a-5p
PVT1,hsa-miR-195-5p
PVT1,hsa-miR-20a-5p
PVT1,hsa-miR-20b-5p
PVT1,hsa-miR-24-3p
PVT1,hsa-miR-365a-3p
PVT1,hsa-miR-424-5p
PVT1,hsa-miR-455-5p
PVT1,hsa-miR-488-3p
PVT1,hsa-miR-497-5p
PVT1,hsa-miR-519d-3p
PVT1,hsa-miR-544a
PVT1,hsa-miR-93-5p
RHPN1-AS1,hsa-miR-299-3p
RHPN1-AS1,hsa-miR-7-5p
ZNF252P-AS1,hsa-miR-128-3p
ZNF252P-AS1,hsa-miR-377-3p
ZNF252P-AS1,hsa-miR-9-5p
CDKN2B-AS1,hsa-let-7a-5p
CDKN2B-AS1,hsa-let-7b-5p
CDKN2B-AS1,hsa-let-7c-5p
CDKN2B-AS1,hsa-let-7d-5p
CDKN2B-AS1,hsa-let-7e-5p
CDKN2B-AS1,hsa-let-7f-5p
CDKN2B-AS1,hsa-let-7g-5p
CDKN2B-AS1,hsa-let-7i-5p
CDKN2B-AS1,hsa-miR-10a-5p
CDKN2B-AS1,hsa-miR-10b-5p
CDKN2B-AS1,hsa-miR-122-5p
CDKN2B-AS1,hsa-miR-125a-3p
CDKN2B-AS1,hsa-miR-181a-5p
CDKN2B-AS1,hsa-miR-181b-5p
CDKN2B-AS1,hsa-miR-181c-5p
CDKN2B-AS1,hsa-miR-181d-5p
CDKN2B-AS1,hsa-miR-339-5p
CDKN2B-AS1,hsa-miR-4262
CDKN2B-AS1,hsa-miR-4458
CDKN2B-AS1,hsa-miR-4500
CDKN2B-AS1,hsa-miR-98-5p
FAM201A,hsa-miR-101-3p
FAM201A,hsa-miR-21-5p
FAM201A,hsa-miR-370-3p
FAM201A,hsa-miR-488-3p
FAM201A,hsa-miR-590-5p
DAPK1-IT1,hsa-miR-25-3p
DAPK1-IT1,hsa-miR-32-5p
DAPK1-IT1,hsa-miR-363-3p
DAPK1-IT1,hsa-miR-367-3p
DAPK1-IT1,hsa-miR-92a-3p
DAPK1-IT1,hsa-miR-92b-3p
MIR600HG,hsa-miR-199a-5p
MIR600HG,hsa-miR-199b-5p
MIR600HG,hsa-miR-296-3p
LINC00963,hsa-let-7a-5p
LINC00963,hsa-let-7b-5p
LINC00963,hsa-let-7c-5p
LINC00963,hsa-let-7d-5p
LINC00963,hsa-let-7e-5p
LINC00963,hsa-let-7f-5p
LINC00963,hsa-let-7g-5p
LINC00963,hsa-let-7i-5p
LINC00963,hsa-miR-125a-3p
LINC00963,hsa-miR-125a-5p
LINC00963,hsa-miR-125b-5p
LINC00963,hsa-miR-143-3p
LINC00963,hsa-miR-149-5p
LINC00963,hsa-miR-24-3p
LINC00963,hsa-miR-25-3p
LINC00963,hsa-miR-32-5p
LINC00963,hsa-miR-361-5p
LINC00963,hsa-miR-363-3p
LINC00963,hsa-miR-367-3p
LINC00963,hsa-miR-370-3p
LINC00963,hsa-miR-4319
LINC00963,hsa-miR-4458
LINC00963,hsa-miR-4500
LINC00963,hsa-miR-4770
LINC00963,hsa-miR-92a-3p
LINC00963,hsa-miR-92b-3p
LINC00963,hsa-miR-98-5p
NALT1,hsa-miR-370-3p
SNHG7,hsa-miR-122-5p
SNHG7,hsa-miR-146a-5p
SNHG7,hsa-miR-146b-5p
